TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Offence Against a Person,2003,1,21,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,8,24,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Mischief,2003,2,20,18,0,11XX GRANVILLE ST,Central Business District,490881.27,5458327.94,49.27763938,-123.125369
Mischief,2003,6,14,1,30,11XX GRANVILLE ST,Central Business District,490883.28,5458342.92,49.27777415,-123.1253417
Break and Enter Residential/Other,2003,4,11,7,20,18XX HARO ST,West End,490041.87,5459826.74,49.2911082,-123.1369468
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,14,18,30,W 52ND AVE / CHURCHILL ST,Kerrisdale,489678,5452379,49.22410836,-123.1417589
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,6,17,29,W 50TH AVE / TISDALL ST,Oakridge,491197,5452516,49.22536443,-123.1209005
Break and Enter Residential/Other,2003,11,19,13,0,65XX KERR ST,Killarney,497005.9,5452420.78,49.22456385,-123.0411203
Break and Enter Commercial,2003,10,19,12,50,10XX HARWOOD ST,West End,490370.04,5458403.21,49.2783086,-123.1323995
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,14,9,38,W 4TH AVE / VINE ST,Kitsilano,488541,5457281,49.2681826,-123.1575142
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,25,14,30,W 4TH AVE / VINE ST,Kitsilano,488541,5457281,49.2681826,-123.1575142
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,13,23,30,W 4TH AVE / TRUTCH ST,Kitsilano,487214,5457315,49.26846213,-123.175756
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,29,19,0,W 4TH AVE / PINE ST,Fairview,489579,5457254,49.2679583,-123.1432453
Break and Enter Residential/Other,2003,10,5,22,0,18XX HARO ST,West End,490043.12,5459812.59,49.29098094,-123.1369293
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,8,15,W 4TH AVE / FIR ST,Fairview,489751,5457249,49.26791623,-123.1408809
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,8,0,W 4TH AVE / FIR ST,Fairview,489751,5457249,49.26791623,-123.1408809
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,8,30,W 4TH AVE / DUNBAR ST,Kitsilano,486640,5457330,49.26858478,-123.1836466
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,15,18,30,W 4TH AVE / BLENHEIM ST,Kitsilano,487073,5457319,49.26849514,-123.1776943
Break and Enter Residential/Other,2003,12,28,21,0,18XX HARO ST,West End,490043.12,5459812.59,49.29098094,-123.1369293
Mischief,2003,5,9,18,0,42XX DUNBAR ST,Dunbar-Southlands,486524.02,5455064.97,49.24820792,-123.1851646
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,28,0,34,W 4TH AVE / ALMA ST,West Point Grey,486491,5457332,49.2685995,-123.1856948
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,23,14,50,W 4TH AVE / ALMA ST,West Point Grey,486491,5457332,49.2685995,-123.1856948
Break and Enter Commercial,2003,1,5,6,41,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Break and Enter Commercial,2003,1,8,6,20,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Break and Enter Commercial,2003,1,9,20,30,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Break and Enter Commercial,2003,1,23,4,9,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,3,10,0,W 49TH AVE / YEW ST,Kerrisdale,488437,5452725,49.22719854,-123.1588122
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,9,19,35,W 49TH AVE / ONTARIO ST,Oakridge,492289,5452556,49.22573896,-123.1059037
Mischief,2003,7,5,14,0,42XX FLEMING ST,Kensington-Cedar Cottage,494761.46,5454985.68,49.24762065,-123.0719785
Break and Enter Commercial,2003,5,30,21,0,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Break and Enter Commercial,2003,10,9,5,12,10XX GRANVILLE ST,Central Business District,490989.59,5458450.76,49.27874577,-123.1238826
Break and Enter Residential/Other,2003,11,28,8,25,18XX HOSMER AVE,Shaughnessy,489292.48,5455612.79,49.25319037,-123.1471398
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,28,12,0,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820,5452696,49.22696223,-123.1398167
Break and Enter Residential/Other,2003,7,21,20,0,18XX HOSMER AVE,Shaughnessy,489411.01,5455651.03,49.25353641,-123.145512
Mischief,2003,10,6,9,0,42XX FRASER ST,Kensington-Cedar Cottage,493440.64,5454899.34,49.24683127,-123.0901254
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,2,11,29,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820,5452696,49.22696223,-123.1398167
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,30,9,55,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820,5452696,49.22696223,-123.1398167
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,8,5,39,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820,5452696,49.22696223,-123.1398167
Offence Against a Person,2003,10,1,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,22,13,15,W 49TH AVE / ADERA ST,Kerrisdale,489545,5452702,49.22701157,-123.1435938
Mischief,2003,12,20,17,0,42XX FRASER ST,Riley Park,493431.58,5454903.58,49.24686931,-123.0902499
Offence Against a Person,2003,3,22,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,19,9,53,W 48TH AVE / OAK ST,Oakridge,490660,5452751,49.22747035,-123.1282811
Offence Against a Person,2003,2,26,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,16,14,22,W 48TH AVE / OAK ST,Oakridge,490660,5452751,49.22747035,-123.1282811
Break and Enter Residential/Other,2003,11,2,22,0,18XX KITCHENER ST,Grandview-Woodland,495122.71,5457713.52,49.27216111,-123.0670481
Mischief,2003,1,31,15,0,42XX FRASER ST,Riley Park,493432.25,5454938.04,49.2471793,-123.0902413
Mischief,2003,7,3,4,30,42XX FRASER ST,Riley Park,493432.25,5454938.04,49.2471793,-123.0902413
Break and Enter Residential/Other,2003,6,23,18,30,65XX MACDONALD ST,Kerrisdale,487756.01,5452625.08,49.2262865,-123.1681622
Break and Enter Commercial,2003,7,21,6,0,10XX GRANVILLE ST,Central Business District,490998.23,5458446.51,49.27870767,-123.1237637
Break and Enter Commercial,2003,11,25,19,0,10XX GRANVILLE ST,Central Business District,490998.23,5458446.51,49.27870767,-123.1237637
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,17,17,45,W 48TH AVE / CAMBIE ST,Oakridge,491529,5452697,49.22699725,-123.1163446
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,11,20,40,W 45TH AVE / CAMBIE ST,Oakridge,491539,5453009,49.2298039,-123.1162139
Offence Against a Person,2003,7,14,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,19,17,35,W 41ST AVE / WILLOW ST,Oakridge,490981,5453450,49.23376283,-123.123888
Break and Enter Commercial,2003,8,6,5,1,10XX GRANVILLE ST,Central Business District,491002.42,5458450.79,49.27874623,-123.1237062
Break and Enter Residential/Other,2003,8,18,18,0,18XX LARCH ST,Kitsilano,488194.64,5457442.75,49.26963098,-123.16228
Mischief,2003,10,9,1,40,11XX GRANVILLE ST,Central Business District,490900.26,5458359.99,49.27792795,-123.1251087
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,4,9,44,W 41ST AVE / OAK ST,Oakridge,490675,5453464,49.23388418,-123.1280917
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,15,8,40,W 41ST AVE / LARCH ST,Kerrisdale,488152,5453557,49.23467711,-123.1627511
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,10,12,55,W 41ST AVE / HIGHBURY ST,Dunbar-Southlands,486289,5453572,49.23477315,-123.1883428
Mischief,2003,5,7,9,0,42XX KAMLOOPS ST,Renfrew-Collingwood,496055.53,5454872.4,49.24661138,-123.0541966
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,16,0,7,W 41ST AVE / GRANVILLE ST,Kerrisdale,489835,5453516,49.23433856,-123.1396315
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,7,12,45,W 41ST AVE / GRANVILLE ST,Kerrisdale,489835,5453516,49.23433856,-123.1396315
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,29,8,25,W 41ST AVE / COLLINGWOOD ST,Dunbar-Southlands,486748,5453569,49.23475627,-123.1820376
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,23,10,12,W 41ST AVE / CARNARVON ST,Kerrisdale,487401,5453565,49.23473408,-123.1730675
Mischief,2003,4,25,20,0,42XX KNIGHT ST,Kensington-Cedar Cottage,494464.08,5454966.5,49.2474455,-123.0760643
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,20,15,20,W 41ST AVE / BALACLAVA ST,Kerrisdale,487205,5453566,49.23473901,-123.1757599
Offence Against a Person,2003,11,2,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,5,15,55,W 41ST AVE / BAILLIE ST,South Cambie,491090,5453456,49.2338184,-123.1223909
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,20,16,20,W 41ST AVE / ASH ST,South Cambie,491419,5453437,49.23365219,-123.1178713
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,16,15,30,W 3RD AVE / BURRARD ST,Kitsilano,489408,5457359,49.26889985,-123.1455986
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,14,9,22,W 37TH AVE / BLENHEIM ST,Dunbar-Southlands,486994,5453991,49.23855752,-123.1786721
Break and Enter Commercial,2003,11,7,7,51,10XX GRANVILLE ST,Central Business District,491027.31,5458489.32,49.27909318,-123.1233648
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,22,12,25,W 36TH AVE / ARBUTUS ST,Arbutus Ridge,488689,5454057,49.23918487,-123.1553887
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,20,17,45,W 33RD AVE / DUNBAR ST,Dunbar-Southlands,486516,5454416,49.24237014,-123.185253
Break and Enter Commercial,2003,6,24,7,5,10XX GRANVILLE ST,Central Business District,491027.56,5458476.5,49.27897786,-123.1233611
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,18,17,12,W 33RD AVE / ARBUTUS ST,Arbutus Ridge,488828,5454382,49.24211087,-123.1534882
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,12,8,38,W 33RD AVE / ARBUTUS ST,Arbutus Ridge,488828,5454382,49.24211087,-123.1534882
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,28,17,20,W 21ST AVE / OAK ST,Shaughnessy,490728,5455546,49.25261302,-123.1274118
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,16,17,59,W 20TH AVE / OAK ST,Shaughnessy,490731,5455647,49.25352158,-123.1273729
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,1,18,40,W 19TH AVE / CAMBIE ST,South Cambie,491616,5455697,49.25398411,-123.1152125
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,1,0,55,W 18TH AVE / WALLACE ST,Dunbar-Southlands,486116,5455987,49.25649262,-123.1908029
Offence Against a Person,2003,12,29,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2003,11,7,7,51,10XX GRANVILLE ST,Central Business District,491033.6,5458495.75,49.27915111,-123.1232785
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,28,16,43,W 17TH AVE / CAMBIE ST,South Cambie,491623,5455906,49.2558642,-123.1151207
Break and Enter Commercial,2003,9,16,18,0,10XX GRANVILLE ST,Central Business District,491033.85,5458482.93,49.27903579,-123.1232748
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,2,19,0,W 16TH AVE / TRAFALGAR ST,Arbutus Ridge,487999,5456096,49.25751293,-123.1649289
Offence Against a Person,2003,7,2,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,24,9,50,W 16TH AVE / DUNBAR ST,Kitsilano,486530,5456154,49.25800406,-123.1851191
Break and Enter Residential/Other,2003,9,12,19,57,65XX PINEHURST DR,Oakridge,491659.32,5452548.85,49.22566639,-123.1145517
Break and Enter Residential/Other,2003,5,17,21,0,18XX MCLEAN DR,Grandview-Woodland,494506.64,5457297.44,49.26841317,-123.0755115
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,15,11,51,W 15TH AVE / TRUTCH ST,Kitsilano,487185,5456238,49.25877373,-123.1761201
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,14,3,52,W 14TH AVE / OAK ST,Fairview,490776,5456224,49.25871249,-123.1267678
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,22,18,14,W 14TH AVE / BIRCH ST,Fairview,490256,5456238,49.25883036,-123.1339147
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,5,19,50,W 14TH AVE / BIRCH ST,Fairview,490256,5456238,49.25883036,-123.1339147
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,4,16,30,W 12TH AVE / VINE ST,Kitsilano,488523,5456495,49.26111206,-123.1577391
Offence Against a Person,2003,10,4,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,16,8,12,W 12TH AVE / VINE ST,Kitsilano,488523,5456495,49.26111206,-123.1577391
Mischief,2003,5,8,7,3,11XX GRANVILLE ST,Central Business District,490893.89,5458353.59,49.27787029,-123.1251961
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,17,12,39,W 12TH AVE / TRAFALGAR ST,Kitsilano,488010,5456504,49.26118317,-123.1647899
Break and Enter Residential/Other,2003,10,27,0,0,18XX MORTON AVE,West End,489679.26,5459482.27,49.28800363,-123.1419246
Break and Enter Commercial,2003,6,20,17,30,10XX HAMILTON ST,Central Business District,491204.51,5458154.36,49.27608273,-123.1209212
Mischief,2003,6,23,20,0,13XX ROBSON ST,West End,490564.18,5459463.78,49.28785162,-123.1297553
Mischief,2003,1,13,12,49,11XX GRANVILLE ST,Central Business District,490902.38,5458362.13,49.27794723,-123.1250796
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,7,9,20,W 12TH AVE / MANITOBA ST,Mount Pleasant,492215,5456399,49.26030665,-123.1069947
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,8,8,33,W 12TH AVE / MACDONALD ST,Kitsilano,487757,5456526,49.26137606,-123.1682678
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,3,10,4,W 12TH AVE / HEATHER ST,Fairview,491273,5456421,49.26049183,-123.1199417
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,17,2,42,W 12TH AVE / GRANVILLE ST,Fairview,489908,5456457,49.26079466,-123.1387028
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,22,6,10,W 12TH AVE / GRANVILLE ST,Fairview,489908,5456457,49.26079466,-123.1387028
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,27,6,0,W 12TH AVE / FIR ST,Fairview,489730,5456462,49.26083667,-123.1411493
Offence Against a Person,2003,5,14,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,21,23,55,W 12TH AVE / CAMBIE ST,Fairview,491633,5456409,49.26038892,-123.1149938
Break and Enter Residential/Other,2003,9,6,12,30,18XX NAPIER ST,Grandview-Woodland,495127.07,5458017.09,49.27489181,-123.0669918
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,2,23,0,W 12TH AVE / BIRCH ST,Fairview,490262,5456447,49.26071045,-123.1338373
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,8,18,25,W 12TH AVE / BIRCH ST,Fairview,490262,5456447,49.26071045,-123.1338373
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,13,12,15,W 12TH AVE / BALSAM ST,Kitsilano,488347,5456499,49.26114471,-123.1601581
Break and Enter Residential/Other,2003,10,20,12,30,65XX SALISH DR,Musqueam,485638.98,5452719.62,49.22709092,-123.1972413
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,18,21,20,W 12TH AVE / BALACLAVA ST,Kitsilano,487335,5456538,49.26147541,-123.1740681
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,20,19,30,W 11TH AVE / FIR ST,Fairview,489733,5456562,49.26173624,-123.1411107
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,14,12,13,W 10TH AVE / MACDONALD ST,Kitsilano,487760,5456730,49.26321113,-123.1682328
Mischief,2003,4,9,0,0,42XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493617.4,5454973.89,49.24750373,-123.0876979
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,25,19,30,W 10TH AVE / CROWN ST,West Point Grey,485891,5456780,49.26362063,-123.1939229
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,14,17,40,W 10TH AVE / ARBUTUS ST,Kitsilano,488870,5456688,49.26285454,-123.1529753
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,17,19,25,W 10TH AVE / ALMA ST,West Point Grey,486474,5456763,49.26348088,-123.1859093
Break and Enter Residential/Other,2003,3,15,23,30,65XX SHERBROOKE ST,Sunset,494063.44,5452444.52,49.22475594,-123.0815318
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,15,15,0,VINE ST / W 12TH AVE,Kitsilano,488523,5456495,49.26111206,-123.1577391
Offence Against a Person,2003,7,20,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,5,1,2,0,65XX SHERBROOKE ST,Sunset,494072.84,5452451.92,49.2248226,-123.0814028
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,9,8,32,VINE ST / W 10TH AVE,Kitsilano,488528,5456697,49.26292918,-123.1576761
Break and Enter Residential/Other,2003,4,12,10,0,18XX NELSON ST,West End,489835.35,5459711.1,49.2900646,-123.139784
Break and Enter Residential/Other,2003,5,8,1,30,18XX NELSON ST,West End,489841.73,5459717.65,49.29012363,-123.1396964
Break and Enter Residential/Other,2003,12,3,22,0,18XX NELSON ST,West End,489841.73,5459717.65,49.29012363,-123.1396964
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,24,7,0,VICTORIA DR / KINGSWAY AVE,Kensington-Cedar Cottage,495256,5454709,49.24513589,-123.0651801
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,21,17,45,VICTORIA DR / E HASTINGS ST,Grandview-Woodland,495230,5458719,49.28120643,-123.0655852
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,20,19,27,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,16,23,5,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,1,19,0,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Break and Enter Residential/Other,2003,9,14,21,29,65XX VICTORIA DR,Victoria-Fraserview,495215.95,5452482.29,49.22510578,-123.0657038
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,29,17,40,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Break and Enter Residential/Other,2003,8,6,17,30,18XX NELSON ST,West End,489862.74,5459684.41,49.28982498,-123.1394067
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,20,0,37,VICTORIA DR / E BROADWAY AVE,Kensington-Cedar Cottage,495204,5456616,49.26228935,-123.0659174
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,29,7,47,VICTORIA DR / E 54TH AVE,Victoria-Fraserview,495203,5451944,49.22026362,-123.0658753
Mischief,2003,8,13,22,30,42XX ST CATHERINES ST,Kensington-Cedar Cottage,493749.81,5454953.64,49.24732295,-123.0858782
Offence Against a Person,2003,2,9,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,5,18,37,VICTORIA DR / E 54TH AVE,Victoria-Fraserview,495203,5451944,49.22026362,-123.0658753
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,27,21,55,VICTORIA DR / E 51ST AVE,Victoria-Fraserview,495207,5452263,49.22313314,-123.0658241
Mischief,2003,2,8,23,30,42XX STAULO CRES,Musqueam,485285.69,5452867.88,49.22841616,-123.202099
Mischief,2003,7,26,11,30,42XX VICTORIA DR,Kensington-Cedar Cottage,495256.59,5454932.95,49.24715037,-123.0651747
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,9,15,30,VICTORIA DR / E 49TH AVE,Victoria-Fraserview,495211,5452489,49.2251661,-123.0657719
Break and Enter Residential/Other,2003,7,29,0,30,18XX OGDEN AVE,Kitsilano,489297.6,5458232.24,49.27675286,-123.1471395
Break and Enter Commercial,2003,7,25,1,0,10XX HAMILTON ST,Central Business District,491289.93,5458241.31,49.27686608,-123.1197487
